PAYMENT_ID,ORDER_ID,PAYMENT_STATUS,PAYMENT_AT,PAYMENT_AMOUNT
106,106,SUCCESS,2023-12-21 07:20:00,227.57
107,107,SUCCESS,2023-12-15 17:25:00,1787.97
108,108,REFUNDED,2024-04-30 06:10:00,3081.12
109,109,SUCCESS,2024-08-16 13:37:00,2035.67
110,110,SUCCESS,2023-04-19 15:49:00,3741.63
111,111,FAILED,2024-01-22 14:06:00,1516.88
112,112,SUCCESS,2023-08-23 20:34:00,1000.45
113,113,SUCCESS,2023-08-15 20:55:00,1953.32
114,114,REFUNDED,2023-06-08 04:45:00,661.63
115,115,SUCCESS,2024-11-12 17:37:00,243.89
116,116,SUCCESS,2023-08-17 15:07:00,3728.19
117,117,SUCCESS,2023-04-20 05:06:00,2754.29
118,118,SUCCESS,2023-02-22 14:16:00,1527.24
119,119,SUCCESS,2024-03-30 12:59:00,1792.98
120,120,SUCCESS,2023-06-08 22:54:00,3223.38
121,121,SUCCESS,2023-05-28 00:35:00,2470.87
122,122,SUCCESS,2023-11-08 08:50:00,1830.07
123,123,SUCCESS,2024-02-12 10:58:00,239.08
124,124,SUCCESS,2023-01-17 01:27:00,2554.77
125,125,SUCCESS,2024-01-06 21:57:00,3712.88
126,126,SUCCESS,2023-01-11 04:41:00,518.22
127,127,SUCCESS,2023-02-02 18:12:00,2872.78
128,128,FAILED,2023-08-04 09:00:00,947.16
129,129,FAILED,2024-04-27 21:50:00,148.28
130,130,SUCCESS,2023-05-25 22:21:00,2224.31
131,131,SUCCESS,2023-03-25 04:36:00,1549.91
132,132,REFUNDED,2023-12-23 14:36:00,1157.47
133,133,SUCCESS,2024-08-08 05:28:00,2116.59
134,134,SUCCESS,2023-07-28 20:18:00,1565.46
135,135,SUCCESS,2023-01-12 11:09:00,1969.69
136,136,SUCCESS,2024-02-07 02:32:00,390.94
137,137,SUCCESS,2023-12-27 07:35:00,1272.06
138,138,SUCCESS,2023-07-19 23:20:00,1510.27
139,139,FAILED,2023-06-20 23:35:00,693.85
140,140,SUCCESS,2024-03-08 21:46:00,2542.11
141,141,SUCCESS,2023-04-25 21:41:00,2255.89
142,142,SUCCESS,2023-06-29 08:24:00,2468.23
143,143,SUCCESS,2024-06-12 04:12:00,1582.13
144,144,SUCCESS,2023-10-11 10:18:00,3549.9
145,145,SUCCESS,2024-05-17 14:39:00,659.66
146,146,SUCCESS,2024-09-25 19:05:00,291.06
147,147,SUCCESS,2023-05-18 16:49:00,343.77
148,148,REFUNDED,2023-03-04 21:31:00,2829.25
149,149,FAILED,2024-12-31 07:54:00,2073.26
150,150,SUCCESS,2024-10-19 09:51:00,936.79
151,151,FAILED,2024-05-09 17:41:00,543.1
152,152,SUCCESS,2023-12-01 16:47:00,1093.31
153,153,SUCCESS,2023-05-30 05:19:00,2699.51
154,154,SUCCESS,2023-05-23 11:07:00,3401.88
155,155,SUCCESS,2024-10-19 02:22:00,1449.35
156,156,SUCCESS,2024-10-13 10:54:00,1138.23
157,157,FAILED,2024-04-22 17:48:00,2782.36
158,158,SUCCESS,2024-07-03 12:27:00,1692.66
159,159,FAILED,2023-04-12 03:09:00,3468.02
160,160,REFUNDED,2024-08-15 15:38:00,2488.09
161,161,FAILED,2023-03-26 08:35:00,2135.38
162,162,REFUNDED,2024-10-14 11:03:00,1763.65
163,163,FAILED,2024-04-22 07:40:00,1996.03
164,164,SUCCESS,2023-11-14 10:11:00,163.05
165,165,SUCCESS,2024-09-19 20:48:00,2087.29
166,166,SUCCESS,2023-07-30 03:10:00,898.75
167,167,SUCCESS,2023-02-25 13:20:00,1227.01
168,168,SUCCESS,2024-05-06 11:18:00,1516.25
169,169,SUCCESS,2024-11-06 19:58:00,4314.82
170,170,REFUNDED,2024-06-24 10:24:00,768.7
171,171,REFUNDED,2023-08-10 18:14:00,1826.33
172,172,SUCCESS,2024-04-08 10:54:00,3999.27
173,173,REFUNDED,2024-04-10 11:39:00,303.38
174,174,REFUNDED,2024-08-28 00:43:00,3044.26
175,175,SUCCESS,2023-07-14 22:12:00,1425.39
176,176,SUCCESS,2024-06-12 16:02:00,3534.64
177,177,FAILED,2024-12-17 02:32:00,1285.51
178,178,SUCCESS,2024-04-03 13:32:00,249.72
179,179,SUCCESS,2023-09-20 13:58:00,1340.46
180,180,SUCCESS,2024-05-23 02:31:00,1613.96
181,181,SUCCESS,2024-06-01 12:02:00,1385.75
182,182,SUCCESS,2023-04-22 17:36:00,976.66
183,183,SUCCESS,2024-01-27 00:24:00,3211.59
184,184,SUCCESS,2024-06-06 23:45:00,1002.44
185,185,SUCCESS,2024-04-22 10:45:00,1881.23
186,186,FAILED,2023-09-16 21:44:00,2163.98
187,187,SUCCESS,2024-05-03 22:13:00,320.35
188,188,SUCCESS,2023-02-22 00:25:00,3913.05
189,189,SUCCESS,2023-12-08 21:34:00,1781.35
190,190,FAILED,2024-04-14 01:04:00,948.72
191,191,SUCCESS,2024-05-03 16:38:00,4031.41
192,192,SUCCESS,2023-03-07 01:33:00,1273.56
193,193,SUCCESS,2023-02-17 15:08:00,3900.57
194,194,SUCCESS,2024-06-16 11:28:00,1325.81
195,195,SUCCESS,2024-01-30 04:56:00,1002.46
196,196,SUCCESS,2023-05-30 05:31:00,1206.98
197,197,SUCCESS,2024-11-14 01:55:00,2740.62
198,198,SUCCESS,2024-09-04 20:19:00,562.66
199,199,SUCCESS,2023-04-03 13:16:00,1331.25
200,200,FAILED,2023-09-23 03:16:00,2476.36
201,201,FAILED,2023-06-03 15:46:00,3644.63
202,202,SUCCESS,2024-08-19 19:21:00,3626.36
203,203,SUCCESS,2023-05-16 11:41:00,2516.78
204,204,SUCCESS,2024-09-11 10:40:00,3205.49
205,205,SUCCESS,2024-04-17 15:24:00,2816.01
206,206,FAILED,2024-08-27 01:15:00,4084.03
207,207,SUCCESS,2024-12-10 22:42:00,979.0
208,208,SUCCESS,2023-07-01 02:12:00,581.12
209,209,SUCCESS,2023-02-23 16:19:00,1490.72
210,210,SUCCESS,2024-11-19 20:11:00,3376.13
211,211,FAILED,2023-04-04 10:47:00,1398.7
212,212,FAILED,2024-05-09 09:28:00,437.51
213,213,REFUNDED,2023-08-19 12:03:00,394.27
214,214,SUCCESS,2023-04-21 07:33:00,2336.07
215,215,FAILED,2023-10-21 12:21:00,2180.84
216,216,REFUNDED,2024-08-15 08:10:00,3070.51
217,217,SUCCESS,2023-10-26 06:09:00,700.06
218,218,SUCCESS,2024-03-29 21:56:00,871.34
219,219,SUCCESS,2024-03-10 18:31:00,1264.12
220,220,SUCCESS,2024-03-05 12:59:00,1281.87
221,221,SUCCESS,2024-06-17 16:58:00,1797.36
222,222,SUCCESS,2023-07-28 16:42:00,1271.47
223,223,SUCCESS,2023-12-19 18:08:00,717.71
224,224,SUCCESS,2023-09-18 01:06:00,2384.83
225,225,SUCCESS,2024-03-23 23:16:00,3104.6
226,226,SUCCESS,2024-09-15 16:40:00,2980.57
227,227,SUCCESS,2024-04-27 18:50:00,2791.24
228,228,FAILED,2024-12-18 23:54:00,1625.0
229,229,FAILED,2024-03-20 13:30:00,1851.68
230,230,REFUNDED,2023-11-25 09:52:00,1621.99
231,231,SUCCESS,2023-07-28 00:02:00,2655.99
232,232,SUCCESS,2024-12-10 08:31:00,1469.84
233,233,SUCCESS,2023-02-18 14:47:00,1642.81
234,234,SUCCESS,2024-12-04 14:13:00,1344.17
235,235,REFUNDED,2024-05-31 16:25:00,1411.31
236,236,SUCCESS,2024-09-09 15:14:00,1880.44
237,237,SUCCESS,2023-09-21 05:55:00,2285.48
238,238,SUCCESS,2024-09-26 15:23:00,2386.33
239,239,SUCCESS,2024-11-04 19:06:00,1900.26
240,240,SUCCESS,2023-09-04 16:01:00,2242.22
241,241,SUCCESS,2023-05-17 02:29:00,1548.38
242,242,SUCCESS,2024-05-08 09:53:00,1210.65
243,243,REFUNDED,2023-01-12 12:24:00,974.96
244,244,SUCCESS,2024-10-04 20:04:00,405.52
245,245,FAILED,2024-11-15 06:37:00,3407.75
246,246,REFUNDED,2024-07-18 02:51:00,1848.87
247,247,REFUNDED,2023-11-13 21:38:00,2358.04
248,248,SUCCESS,2024-02-01 16:43:00,2264.99
249,249,SUCCESS,2024-02-19 16:48:00,2101.53
250,250,SUCCESS,2024-10-14 12:56:00,420.37
251,251,SUCCESS,2024-08-01 05:33:00,2152.82
252,252,SUCCESS,2023-07-19 10:49:00,1704.89
253,253,SUCCESS,2023-11-22 12:57:00,4092.55
254,254,SUCCESS,2024-07-13 06:11:00,4261.26
255,255,SUCCESS,2023-04-23 12:01:00,1581.0
256,256,SUCCESS,2024-01-25 02:40:00,503.31
257,257,SUCCESS,2024-09-07 07:27:00,1234.56
258,258,REFUNDED,2024-07-25 19:47:00,240.0
259,259,REFUNDED,2023-12-21 13:56:00,332.51
260,260,FAILED,2023-04-19 13:47:00,2140.36
261,261,REFUNDED,2024-01-12 19:26:00,2914.47
262,262,SUCCESS,2023-12-24 20:52:00,1113.26
263,263,SUCCESS,2023-06-07 22:31:00,1823.7
264,264,SUCCESS,2024-11-03 04:16:00,2455.45
265,265,SUCCESS,2023-01-13 00:52:00,1184.51
266,266,SUCCESS,2023-10-12 14:09:00,1721.55
267,267,SUCCESS,2023-10-09 11:26:00,550.69
268,268,SUCCESS,2024-11-12 12:39:00,2113.91
269,269,FAILED,2024-08-01 22:05:00,1813.36
270,270,SUCCESS,2024-01-02 21:48:00,2021.68
271,271,FAILED,2024-12-13 06:30:00,1222.52
272,272,SUCCESS,2024-08-17 08:33:00,252.26
273,273,REFUNDED,2024-02-08 20:14:00,600.2
274,274,SUCCESS,2024-03-20 05:09:00,2631.4
275,275,FAILED,2023-12-08 11:47:00,1163.42
276,276,SUCCESS,2024-05-14 02:36:00,2731.4
277,277,SUCCESS,2023-11-21 17:58:00,1906.9
278,278,SUCCESS,2023-09-16 06:35:00,2849.66
279,279,SUCCESS,2024-12-12 08:38:00,2305.36
280,280,FAILED,2024-07-12 02:38:00,1149.11
281,281,SUCCESS,2023-10-31 10:50:00,1155.3
282,282,SUCCESS,2023-03-05 23:56:00,219.83
283,283,SUCCESS,2024-03-22 11:46:00,1031.48
284,284,REFUNDED,2024-05-15 08:39:00,1307.71
285,285,SUCCESS,2023-01-30 09:03:00,511.64
286,286,SUCCESS,2023-12-09 07:48:00,2877.24
287,287,FAILED,2024-10-02 19:22:00,427.11
288,288,SUCCESS,2024-01-11 20:02:00,3886.83
289,289,SUCCESS,2024-08-14 20:39:00,1165.91
290,290,SUCCESS,2023-04-08 12:36:00,3963.28
291,291,SUCCESS,2023-02-09 01:17:00,1170.58
292,292,SUCCESS,2023-10-03 15:08:00,1338.18
293,293,FAILED,2023-12-06 18:37:00,2325.88
294,294,SUCCESS,2024-05-01 03:50:00,3070.2
295,295,SUCCESS,2024-12-07 01:48:00,3017.54
296,296,SUCCESS,2024-12-31 20:16:00,752.28
297,297,REFUNDED,2023-04-19 21:14:00,474.51
298,298,FAILED,2023-02-13 12:33:00,607.02
299,299,SUCCESS,2024-02-29 15:20:00,1761.95
300,300,SUCCESS,2024-02-27 07:05:00,920.43
301,301,FAILED,2024-01-19 21:29:00,3063.66
302,302,SUCCESS,2024-12-10 11:46:00,2043.51
303,303,SUCCESS,2023-06-30 13:33:00,1065.45
304,304,SUCCESS,2024-08-17 14:53:00,1316.23
305,305,SUCCESS,2024-11-06 17:21:00,130.2
306,306,SUCCESS,2024-10-01 06:28:00,691.28
307,307,SUCCESS,2024-01-27 20:41:00,2402.94
308,308,SUCCESS,2023-10-12 12:52:00,1836.81
309,309,SUCCESS,2023-08-25 02:17:00,2876.18
310,310,SUCCESS,2023-10-31 10:34:00,2622.81
311,311,SUCCESS,2024-01-11 22:40:00,2160.9
312,312,SUCCESS,2023-05-09 11:27:00,2879.41
313,313,SUCCESS,2023-12-04 13:25:00,2580.57
314,314,SUCCESS,2024-10-09 13:37:00,2477.52
315,315,SUCCESS,2024-11-15 00:17:00,4432.05
316,316,FAILED,2024-09-18 09:27:00,1364.56
317,317,FAILED,2023-08-13 10:40:00,1773.0
318,318,SUCCESS,2024-12-12 19:21:00,1848.46
319,319,SUCCESS,2023-09-08 06:15:00,2416.39
320,320,SUCCESS,2023-11-03 23:35:00,893.5
321,321,FAILED,2023-06-02 13:21:00,3092.17
322,322,SUCCESS,2023-01-14 11:53:00,1909.88
323,323,SUCCESS,2024-04-22 04:13:00,1002.98
324,324,REFUNDED,2024-10-03 03:05:00,149.93
325,325,SUCCESS,2023-10-23 19:48:00,2206.21
326,326,SUCCESS,2024-09-29 16:14:00,1009.43
327,327,SUCCESS,2024-08-20 17:58:00,1509.27
328,328,SUCCESS,2024-12-01 14:34:00,1787.64
329,329,FAILED,2023-03-03 15:16:00,218.31
330,330,SUCCESS,2023-05-20 18:13:00,385.7
331,331,SUCCESS,2024-11-22 15:43:00,1193.42
332,332,SUCCESS,2023-12-25 12:24:00,1087.21
333,333,REFUNDED,2024-12-05 01:22:00,2309.65
334,334,SUCCESS,2023-11-15 06:02:00,206.09
335,335,SUCCESS,2023-10-31 23:09:00,1715.05
336,336,REFUNDED,2024-12-02 18:06:00,3719.03
337,337,FAILED,2024-09-25 15:50:00,4048.05
338,338,FAILED,2024-02-27 11:27:00,1591.56
339,339,SUCCESS,2023-06-24 00:34:00,560.93
340,340,SUCCESS,2023-04-25 02:09:00,198.66
341,341,SUCCESS,2024-03-27 23:35:00,4343.39
342,342,SUCCESS,2024-08-01 09:57:00,2400.04
343,343,SUCCESS,2024-05-11 08:00:00,2097.78
344,344,SUCCESS,2024-12-24 05:34:00,1891.22
345,345,SUCCESS,2024-10-20 18:28:00,3383.6
346,346,SUCCESS,2023-04-11 00:45:00,2216.9
347,347,REFUNDED,2024-03-28 18:16:00,1829.8
348,348,SUCCESS,2023-12-26 06:02:00,269.84
349,349,SUCCESS,2023-05-17 15:37:00,1320.16
350,350,SUCCESS,2023-01-15 04:38:00,4455.1
351,351,FAILED,2024-12-17 13:29:00,2244.87
352,352,SUCCESS,2023-06-25 14:21:00,1787.11
353,353,SUCCESS,2023-07-09 21:42:00,3222.07
354,354,SUCCESS,2024-02-18 00:22:00,2717.63
355,355,SUCCESS,2024-05-17 01:24:00,2876.55
356,356,REFUNDED,2023-02-25 15:25:00,1763.29
357,357,SUCCESS,2023-08-23 21:02:00,2576.03
358,358,FAILED,2023-02-04 07:00:00,2021.38
359,359,SUCCESS,2023-02-26 19:10:00,1973.57
360,360,SUCCESS,2024-06-21 04:19:00,1752.6
361,361,FAILED,2023-08-11 14:34:00,2421.31
362,362,SUCCESS,2024-06-11 02:51:00,1785.74
363,363,SUCCESS,2023-04-24 03:42:00,3148.09
364,364,SUCCESS,2024-03-10 07:18:00,1415.39
365,365,FAILED,2023-10-28 18:36:00,1142.44
366,366,SUCCESS,2024-12-08 12:15:00,955.18
367,367,REFUNDED,2024-04-15 08:21:00,2163.72
368,368,SUCCESS,2023-05-05 16:13:00,2221.19
369,369,SUCCESS,2024-02-17 15:27:00,1892.6
370,370,REFUNDED,2023-12-29 03:14:00,1177.93
371,371,SUCCESS,2024-01-14 02:25:00,1484.94
372,372,SUCCESS,2023-05-26 00:06:00,2481.78
373,373,SUCCESS,2023-02-18 20:10:00,188.95
374,374,SUCCESS,2024-10-06 13:12:00,161.76
375,375,SUCCESS,2023-11-19 08:59:00,221.08
376,376,SUCCESS,2024-11-01 10:06:00,2569.66
377,377,SUCCESS,2023-07-09 13:50:00,919.8
378,378,REFUNDED,2024-01-10 23:59:00,2247.2
379,379,SUCCESS,2024-01-27 21:59:00,201.49
380,380,SUCCESS,2023-12-07 18:29:00,1482.8
381,381,SUCCESS,2023-05-04 22:38:00,1911.65
382,382,SUCCESS,2024-06-04 00:41:00,2961.18
383,383,SUCCESS,2024-04-17 06:35:00,1145.32
384,384,SUCCESS,2024-06-03 19:04:00,2348.49
385,385,SUCCESS,2024-08-27 02:09:00,642.77
386,386,SUCCESS,2024-06-23 07:10:00,1202.11
387,387,SUCCESS,2023-12-17 16:53:00,2516.83
388,388,SUCCESS,2024-03-16 22:07:00,1032.17
389,389,FAILED,2024-11-28 15:49:00,2233.11
390,390,SUCCESS,2024-01-07 21:42:00,3087.35
391,391,FAILED,2023-10-21 22:51:00,2665.81
392,392,SUCCESS,2023-12-01 13:59:00,265.6
393,393,FAILED,2023-12-16 08:26:00,320.51
394,394,SUCCESS,2024-05-17 17:07:00,5020.91
395,395,SUCCESS,2023-01-10 07:55:00,926.07
396,396,SUCCESS,2023-04-23 23:31:00,884.87
397,397,SUCCESS,2024-07-09 03:34:00,1818.61
398,398,SUCCESS,2024-01-05 12:40:00,594.24
399,399,REFUNDED,2024-02-26 20:29:00,5559.63
400,400,REFUNDED,2023-12-19 13:59:00,2993.24
401,401,SUCCESS,2023-08-16 21:39:00,1518.01
402,402,REFUNDED,2023-07-19 00:40:00,304.19
403,403,SUCCESS,2024-11-16 15:46:00,2985.06
404,404,SUCCESS,2024-12-31 08:16:00,2613.54
405,405,SUCCESS,2023-10-03 10:55:00,1688.8
406,406,SUCCESS,2023-06-07 18:52:00,2060.54
407,407,REFUNDED,2023-02-07 08:56:00,1360.46
408,408,REFUNDED,2024-04-08 05:48:00,1709.03
409,409,SUCCESS,2024-10-17 09:55:00,1892.75
410,410,SUCCESS,2024-07-17 01:53:00,809.41
411,411,REFUNDED,2023-03-05 17:45:00,2457.8
412,412,SUCCESS,2024-10-15 05:22:00,1730.72
413,413,SUCCESS,2024-08-12 06:50:00,335.07
414,414,SUCCESS,2023-10-02 16:22:00,2021.31
415,415,SUCCESS,2024-08-03 16:48:00,3784.42
416,416,REFUNDED,2024-03-25 02:54:00,547.46
417,417,SUCCESS,2024-11-03 15:23:00,549.13
418,418,SUCCESS,2024-08-07 17:01:00,1519.17
419,419,REFUNDED,2023-02-17 17:35:00,1306.62
420,420,REFUNDED,2023-06-25 23:34:00,3566.45
421,421,SUCCESS,2024-07-05 08:31:00,576.28
422,422,SUCCESS,2024-12-26 16:27:00,1815.93
423,423,REFUNDED,2023-05-31 10:50:00,2735.79
424,424,FAILED,2024-09-03 05:02:00,392.76
425,425,FAILED,2023-04-20 08:33:00,963.19
426,426,FAILED,2023-01-01 06:37:00,1127.7
427,427,SUCCESS,2024-06-03 22:49:00,3832.65
428,428,SUCCESS,2024-12-26 11:23:00,3132.59
429,429,SUCCESS,2023-01-26 03:51:00,3673.36
430,430,FAILED,2023-07-27 14:43:00,392.31
431,431,SUCCESS,2024-01-06 14:16:00,3066.27
432,432,SUCCESS,2023-05-15 15:25:00,704.01
433,433,SUCCESS,2023-05-25 13:25:00,2917.68
434,434,SUCCESS,2024-07-30 00:02:00,2515.13
435,435,SUCCESS,2024-03-08 00:07:00,1830.63
436,436,REFUNDED,2024-02-18 01:50:00,972.04
437,437,SUCCESS,2024-09-11 09:55:00,2310.33
438,438,SUCCESS,2023-12-05 17:30:00,1181.64
439,439,SUCCESS,2024-12-10 16:28:00,1702.52
440,440,SUCCESS,2024-11-10 10:08:00,1822.35
441,441,SUCCESS,2024-01-05 20:52:00,3503.35
442,442,FAILED,2023-10-26 21:34:00,2358.65
443,443,SUCCESS,2024-07-06 23:25:00,4029.85
444,444,SUCCESS,2024-07-07 03:58:00,2907.66
445,445,SUCCESS,2024-11-11 18:31:00,1473.76
446,446,REFUNDED,2023-11-25 03:04:00,1470.22
447,447,SUCCESS,2024-03-16 00:01:00,3119.36
448,448,SUCCESS,2024-07-25 08:59:00,3283.61
449,449,SUCCESS,2023-12-08 18:06:00,2336.08
450,450,FAILED,2024-02-18 06:45:00,1108.26
451,451,REFUNDED,2023-04-12 01:28:00,224.61
452,452,SUCCESS,2023-06-29 23:28:00,3198.37
453,453,SUCCESS,2024-11-11 21:34:00,1980.74
454,454,SUCCESS,2024-07-14 01:14:00,1687.69
455,455,SUCCESS,2023-05-31 11:34:00,2518.79
456,456,FAILED,2023-02-28 03:42:00,1572.8
457,457,SUCCESS,2024-10-21 17:07:00,1077.65
458,458,SUCCESS,2024-04-18 00:48:00,2223.64
459,459,SUCCESS,2024-04-24 07:57:00,1188.34
460,460,SUCCESS,2023-08-30 19:23:00,3054.46
461,461,SUCCESS,2024-05-14 13:12:00,1003.81
462,462,SUCCESS,2023-04-24 10:05:00,254.53
463,463,SUCCESS,2024-05-06 03:59:00,955.98
464,464,SUCCESS,2024-05-10 10:05:00,1786.7
465,465,SUCCESS,2023-12-16 23:21:00,4190.38
466,466,SUCCESS,2024-06-13 10:21:00,3221.71
467,467,REFUNDED,2024-08-09 05:10:00,792.8
468,468,REFUNDED,2023-03-30 16:17:00,3166.28
469,469,SUCCESS,2023-01-10 16:20:00,1318.28
470,470,SUCCESS,2024-08-27 02:54:00,4058.62
471,471,SUCCESS,2023-03-18 21:50:00,2328.91
472,472,SUCCESS,2023-04-24 01:49:00,375.97
473,473,SUCCESS,2023-08-26 18:57:00,438.2
474,474,SUCCESS,2023-06-01 11:46:00,2580.24
475,475,SUCCESS,2024-01-19 01:38:00,1878.54
476,476,FAILED,2024-12-24 02:55:00,1439.96
477,477,SUCCESS,2023-05-07 09:11:00,3302.95
478,478,SUCCESS,2024-05-13 08:38:00,2992.24
479,479,SUCCESS,2023-03-14 22:54:00,1294.61
480,480,REFUNDED,2023-12-12 06:56:00,535.28
481,481,SUCCESS,2024-10-10 07:19:00,1279.93
482,482,FAILED,2024-06-17 14:37:00,1479.13
483,483,SUCCESS,2024-12-15 15:42:00,818.49
484,484,SUCCESS,2023-08-11 02:24:00,749.05
485,485,SUCCESS,2024-05-28 12:19:00,2051.26
486,486,FAILED,2023-10-09 10:33:00,2578.96
487,487,SUCCESS,2023-03-03 13:40:00,607.51
