FEEDBACK_ID,ORDER_ID,CUSTOMER_ID,RATING,COMMENT,SENTIMENT_SCORE,CREATED_AT
69,220,3868,3,Source serve raise miss kitchen key put sister.,-0.37346254715445815,2024-03-06 07:58:00
70,221,2290,3,Hotel water environmental best billion interesting day make agree church I feel.,0.4270570039523568,2024-06-17 20:56:00
71,223,1101,2,In pattern them professor respond often right rock across.,-0.6553958360881035,2023-12-21 00:06:00
72,226,2385,5,Only military pressure often star everybody cut price recognize mean blood simple here gas they center.,1.7696548774276464,2024-09-16 18:36:00
73,233,3888,4,Pay plant grow move common door will service.,0.7801542972205989,2023-02-19 17:45:00
74,236,3375,1,Point billion far may rise any country.,-2.269707090151133,2024-09-10 06:11:00
75,238,4176,1,Or that finish community clearly upon among participant put term then.,-2.434246733672139,2024-09-26 20:18:00
76,239,4716,1,Condition within off western her environmental raise close director history.,-1.6221142215033009,2024-11-05 00:01:00
77,240,180,5,Prove issue training account until present name provide rise election gas street very.,1.5106342311452057,2023-09-06 05:56:00
78,252,724,5,Certainly century bring fall like defense street yes too shake off activity finish.,2.469239975838979,2023-07-19 19:46:00
79,256,4855,5,Up until get responsibility coach out bank fear.,1.8150754759401388,2024-01-26 19:39:00
80,257,1074,3,Run performance study threat free remember I month second easy evening talk increase size trial.,0.18495217874158276,2024-09-09 00:26:00
81,263,1652,1,Raise defense can movement bit indicate perform decade would then wait.,-1.6534010108647301,2023-06-08 04:29:00
82,265,1703,3,Performance guess experience difficult small could federal pattern.,-0.37795073298485027,2023-01-14 09:51:00
83,266,964,2,Street sound across fight local owner on.,-0.542737545352832,2023-10-13 09:06:00
84,274,2044,1,While teach increase husband strategy doctor value training business notice control water field.,-2.219618247226304,2024-03-20 21:08:00
85,283,1851,5,Enough carry whom memory prevent receive finish several run focus.,2.124882859152364,2024-03-22 15:41:00
86,286,2313,3,Region for who writer appear among fire give meet box and form.,0.23487147673437336,2023-12-09 18:45:00
87,288,720,3,Remain here turn control stand teach through can.,0.3360697724698296,2024-01-12 04:59:00
88,295,1673,4,Such team environment really common guess campaign minute drop begin forward social college.,0.9228455021096227,2024-12-08 03:44:00
89,296,220,2,Product animal science tell reality near throughout soon organization fear.,-1.428329589914871,2025-01-01 18:13:00
90,302,867,2,Movie woman someone field sign act not relationship lose likely their notice.,-0.9665873310089445,2024-12-11 14:43:00
91,305,1889,5,Education record else spring once role military wish put force behavior interview these.,1.5467026984383732,2024-11-07 06:18:00
92,306,503,1,Once pick type thank price standard sister house beautiful quickly.,-1.9143735695967201,2024-10-02 05:25:00
93,307,1025,4,Nice woman major growth much seek include lead.,1.2343356235107017,2024-01-29 20:37:00
94,308,210,2,Put stand theory property show let most security.,-1.145462048991486,2023-10-13 11:51:00
95,315,2412,2,Gas a three bar cause tonight evidence meet size show red environment nearly good unit.,-0.5404928725941163,2024-11-15 07:13:00
96,319,2447,5,Method here third professional discuss well light natural clear modern.,1.8847201120681214,2023-09-08 08:10:00
97,323,496,2,Newspaper card health own interest enough we short green which which feel begin thing quite open.,-0.6100331698490247,2024-04-22 11:08:00
98,327,3167,3,Thousand throughout father necessary relate after current expect.,-0.13003541055728074,2024-08-22 10:56:00
99,331,682,2,Series brother ten site skin mother common during.,-0.9820465229333781,2024-11-23 07:38:00
100,335,4048,2,Civil after move modern fill since service very scientist against surface pass enough work.,-1.4937542627460552,2023-11-02 13:08:00
101,339,2685,3,Beyond rise house eye carry line carry prepare price finally Democrat stuff role sure former.,0.489187316882172,2023-06-24 13:31:00
102,340,3300,4,Same night season movement reason thank time policy everything practice bring.,1.1944468893510125,2023-04-26 16:05:00
103,342,577,4,Story in myself low score after well like even only style particular industry white.,1.2637027393261513,2024-08-02 07:54:00
104,345,950,3,Clear tax wait but year allow particularly.,0.4513042279551769,2024-10-21 13:26:00
105,346,2798,1,Enjoy huge drive evening adult throughout relationship bit expect she strategy science.,-1.8404034854123732,2023-04-12 13:44:00
106,348,2611,4,Shake find surface pay ten population life democratic major me.,1.062596287712367,2023-12-26 20:59:00
107,357,4026,3,Then score modern try sing food dream happen information factor produce piece pretty fall town.,-0.0591234589887476,2023-08-25 07:00:00
108,373,174,3,Within hear difference argue they country eat former rate.,0.23533321020300924,2023-02-19 00:08:00
109,375,519,4,Hard contain hair fall dog always stuff someone respond western tree amount.,1.21210933183333,2023-11-20 09:57:00
110,379,315,2,Perform work real moment newspaper Republican up fact spend child light appear young nation sometimes.,-1.0160022340904329,2024-01-29 05:56:00
111,380,3353,1,Occur customer organization administration close though mention book collection month answer director.,-1.9953243905537865,2023-12-09 03:27:00
112,382,1424,5,Radio want traditional answer little third themselves page.,1.8152380644941712,2024-06-04 09:39:00
113,390,4691,4,Agree weight from treatment computer sort security experience argue run suddenly wide first scientist southern.,0.9906800315401161,2024-01-08 18:40:00
114,394,1510,2,My office ok nor huge measure sport two bag enough network.,-1.1355376811856481,2024-05-18 22:03:00
115,395,4491,1,Discover heart year sense explain recently customer attorney.,-1.909488790162846,2023-01-11 07:50:00
116,396,4017,2,Clear visit pretty sign manage company true pick eat think.,-0.8453987547203112,2023-04-24 19:29:00
117,397,3315,1,Land college understand growth situation drop decision start authority most end piece.,-2.27769721579332,2024-07-10 23:32:00
118,405,85,1,Add fight little along tend morning camera into heavy.,-2.175276080601768,2023-10-05 06:51:00
119,406,3296,5,Decision and bad institution public cell senior two growth set perform century hundred perform.,2.328931598689966,2023-06-08 07:49:00
120,412,2603,2,Call author support name final wear most hot away guess.,-1.4907924498651863,2024-10-17 03:17:00
121,413,2237,5,Nation group pattern popular huge piece consider after machine trade guy.,2.497698836443362,2024-08-13 13:48:00
122,421,3493,5,Own east organization catch list yourself national.,2.371438402002889,2024-07-07 08:28:00
123,427,4718,1,Value call reflect later least resource official should you admit camera amount.,-1.746257086631878,2024-06-04 22:47:00
124,433,2430,2,Series huge deep firm feeling since card.,-0.9720964611391889,2023-05-25 18:20:00
125,435,4623,1,Detail analysis build share ok public act south possible sense mother song.,-2.1860772575146483,2024-03-08 03:03:00
126,437,1230,5,Avoid learn happy game state employee between true thousand why difficult green.,2.0179042249388734,2024-09-11 22:50:00
127,438,2077,3,Speak ask weight watch space ability law eat not firm.,0.004016048964524344,2023-12-06 02:25:00
128,439,4532,3,Image later bank nice business affect Democrat color through live.,0.4293982996422394,2024-12-12 11:27:00
129,445,2614,3,Yourself unit half rather truth report drop.,-0.15452847741445264,2024-11-13 14:28:00
130,447,4299,2,Free hospital nice air season trade collection voice clearly car operation just west serve.,-0.8721005398189968,2024-03-17 18:58:00
131,448,3057,1,Mission stage even challenge report top girl.,-1.6988355902512307,2024-07-27 08:58:00
132,453,169,4,No likely grow best article maybe firm anyone instead.,0.5017053633500699,2024-11-12 17:32:00
133,455,3279,2,Glass beat business total whose indeed article yeah contain.,-0.5493792252433569,2023-05-31 13:29:00
134,462,3870,4,Age south give do group growth run.,1.4233293426942106,2023-04-24 11:01:00
135,463,4084,4,Start wind should concern beautiful least live check economy pattern ground ground rest letter born administration.,0.5852142033429368,2024-05-06 12:54:00
136,465,3518,2,Father other medical history yeah three music remember concern red.,-0.8240818245828436,2023-12-18 23:20:00
137,466,2221,3,Its onto idea decade center tax or despite success respond.,-0.31797663028955914,2024-06-14 20:16:00
138,469,1835,2,Unit land sign speak talk firm pick from message present decade situation memory.,-1.4930592185292322,2023-01-10 19:15:00
139,472,3058,5,Chair two arrive current specific side teacher suffer college put produce oil.,2.31416115806848,2023-04-25 21:48:00
140,474,4277,3,Husband serve there rock between item safe when involve past individual ball.,-0.059546839197882506,2023-06-02 22:43:00
141,479,552,5,Me behavior save reduce arrive choose hard interest.,2.476058895112324,2023-03-16 12:52:00
142,481,3212,4,Us research fall detail western nation themselves.,1.123557583553575,2024-10-12 03:15:00
143,484,2185,3,Decision middle already despite only market rock four what ready.,0.2144901717788028,2023-08-11 22:21:00
144,487,1044,2,Sort especially difference least event anything score quite require blue believe.,-1.3264008295082754,2023-03-04 16:36:00
145,488,35,1,Draw for trip fish south war authority hair strategy store fear wonder blood participant.,-1.552764789308578,2024-05-30 21:02:00
146,492,4645,3,Laugh similar station left stand clear sort machine smile campaign live onto story phone.,0.07389067586013653,2023-10-27 00:44:00
147,493,1174,4,Success for value material purpose fund mission prove think.,1.172248633750724,2023-10-08 03:57:00
148,494,3230,3,Drive walk have plan on yes yes trouble.,0.05766838840026223,2024-09-24 14:43:00
149,496,4680,3,Camera any maybe bed education religious record sign.,-0.19237858131569474,2024-04-29 12:50:00
150,504,1692,3,Great pass drug run color while character wish again determine improve too prevent.,-0.2141562049598199,2024-04-14 16:31:00
151,507,5000,4,After meet add place like picture court hot that.,0.6137448785128978,2024-06-16 15:30:00
152,508,2956,5,Produce audience forget true material make memory director.,2.0141115770989146,2023-07-11 00:29:00
153,513,1094,5,Expect glass policy stay tend stay raise.,2.157078963289021,2024-10-18 14:41:00
154,516,4501,1,Actually agency final light first modern prove least sure.,-2.2935415370998116,2023-11-28 09:05:00
155,517,1574,2,Mouth tree off serious white manage push party final forward themselves fine keep spring understand which.,-1.2305272353912113,2023-02-02 04:49:00
156,519,3765,5,Fine phone analysis kid wrong need main prove science.,2.1677772109255535,2024-03-18 06:38:00
157,520,572,3,Stock order support prevent phone stay ever kid weight spend require somebody certainly candidate small chance.,-0.16040745107433851,2024-08-06 05:31:00
158,523,4060,5,This game her onto movie positive clear perform partner meeting.,2.020743756815327,2024-05-09 19:31:00
159,525,589,4,State that term amount by above will bag campaign.,0.6265666285957808,2023-03-25 07:02:00
160,526,1453,2,Subject my table perform loss management we how here north forget upon life while.,-1.1022779347165126,2023-06-16 11:21:00
161,530,2530,3,Boy suggest writer whom effort huge former offer space.,0.3695048416357978,2023-08-20 05:41:00
162,532,3296,2,By network stock together environmental rate perform whatever idea ability base visit conference.,-1.3375955643188093,2025-01-03 12:19:00
163,538,2724,4,Dream similar crime he hair program ready lawyer born summer process writer both series traditional.,1.4900199036556314,2023-09-20 20:49:00
164,542,4412,3,Without reality treatment TV military rate resource various certain thank almost.,-0.13092150600770602,2023-08-25 21:12:00
165,543,116,4,Partner order fill full throughout officer forget expert final lawyer travel something.,0.9876147309778878,2024-09-17 19:52:00
166,548,3753,4,Environment detail police it meeting authority most power young control.,1.4914507872450553,2024-05-29 13:12:00
167,552,2958,3,Hold lawyer produce science two follow blood early window recently total another.,-0.3954959098560449,2023-08-03 23:02:00
168,556,3921,1,Father significant here within notice pick must.,-1.5091982050696677,2023-04-02 16:57:00
169,559,3837,3,Now chance current where land build year take thus politics understand strong attack still.,0.06079194578876301,2023-07-05 10:00:00
170,569,2656,3,Various tonight bar economy task station like sport mean mouth black.,-0.09471513286678523,2023-04-28 22:04:00
171,572,3455,4,Carry strong music most discussion need them would small paper north.,0.9547992140246145,2024-01-26 03:58:00
172,578,4672,3,Kitchen from discussion picture food part live event same finally market everyone oil word.,-0.4004692926597889,2023-09-22 00:34:00
173,579,3260,4,Test either recently feeling bill compare movie political.,1.0262709036217608,2024-05-29 13:09:00
174,584,4888,4,Finally memory music yes offer end win industry end cell executive guy nearly include shake music.,1.460788572036299,2023-04-23 02:45:00
175,585,128,3,Drug there western determine hundred factor which discussion kitchen daughter work goal.,0.4205099383016514,2023-08-08 04:35:00
176,586,2602,5,Growth interesting reality begin court picture way event truth also above new four care reality itself.,2.058239095831622,2024-02-25 23:48:00
177,587,3301,3,Size we officer southern imagine detail we drop this moment pressure about.,0.4733622566231518,2023-09-18 18:54:00
178,591,2956,1,Country but century firm third use beautiful then quickly support listen sit sometimes each want join.,-2.219061973119871,2024-02-10 10:17:00
179,593,2370,5,Step special analysis learn sea prevent I themselves article build per oil man any chair.,2.380567512227604,2023-10-05 09:42:00
180,601,1468,1,Prove heavy case instead teacher people discover manage put.,-1.588087877651923,2024-06-04 14:25:00
181,605,3961,5,Interest fund relationship number activity practice they black country deal.,2.2289320986059975,2024-05-11 01:23:00
182,613,1859,3,Office early reveal lose anyone play green rise deal.,0.4680573387374909,2023-12-03 00:27:00
183,615,4697,2,Her country theory spend major through wait must seat popular unit admit citizen they.,-1.078011894614109,2023-06-12 04:04:00
184,616,1036,3,Serious discover wear picture smile ready despite live smile matter material then cold.,-0.2526366871643321,2023-09-27 21:45:00
185,618,520,4,From fast heavy story than sport change field stay message recently around.,0.5679375043911299,2023-08-07 10:26:00
186,623,3314,1,Maybe partner only candidate article attorney hold drive.,-2.0081357463801917,2023-05-15 08:11:00
187,629,4949,2,Gas probably various city myself require receive form because across care we lay right more.,-0.5527927398563658,2023-08-31 17:44:00
188,631,254,5,Five responsibility civil guess beyond statement at talk safe away bring part.,1.7614932844988018,2023-03-23 11:11:00
189,635,1096,2,Walk maintain family skill eight defense fine record radio significant perform.,-1.3179570816141415,2023-11-21 14:55:00
190,637,15,5,Stock fight second charge population hospital still job join show treatment.,1.9784665626688058,2024-06-03 12:16:00
191,644,455,4,Soon cause at almost involve trade kid use.,0.8848709350075146,2024-01-30 08:15:00
192,645,2439,2,Ground wall energy wonder million first imagine south order technology stage development.,-0.7586610427562565,2024-03-24 05:35:00
193,650,3154,2,Most account impact mean series scientist structure society image evidence.,-0.5913550994657077,2024-03-13 02:33:00
194,651,2103,5,Read may little poor true simple not night success.,1.9151863347948788,2024-05-06 09:29:00
195,660,1526,1,Night vote civil market personal door site race back here tough suffer.,-1.6749037520707764,2023-05-16 19:58:00
196,661,587,1,Put heavy respond power who two quality top.,-2.326569700899971,2024-04-29 00:23:00
197,664,2312,5,Job fear save ask order discover news glass full college pretty.,2.1071020277114996,2024-08-04 08:51:00
198,665,3215,5,Audience animal call citizen other sound of environment walk deal mouth.,2.2502049163561706,2024-06-10 07:28:00
199,670,312,2,Firm manager exactly before leg message whatever American it cup later around.,-1.2828550465629465,2023-07-18 04:33:00
200,671,721,5,List fear realize identify mouth become plan since participant bit name five far floor.,1.678864676107667,2024-11-24 01:45:00
201,673,4223,2,Sound three write peace kind push deep official table question.,-1.170942025239409,2024-11-05 19:51:00
202,675,1522,3,Food not film medical nation woman prepare project remain likely hospital conference whole.,0.4100619583614389,2023-05-09 08:59:00
203,676,4554,2,Congress until car treat man either defense popular adult whom we sense.,-1.0599326220656566,2024-12-19 07:52:00
204,677,740,1,Add what against ever appear hold system north argue somebody note.,-1.9395123732837711,2023-11-09 01:08:00
205,679,3050,3,Once live society better despite buy job word participant movie.,-0.2173690769534855,2024-01-25 16:09:00
206,680,1259,2,Now minute list throw throughout about knowledge bad kind method.,-0.8276089021464769,2024-08-11 11:57:00
207,683,408,3,Save member about budget pick Democrat class better enough everything bank check husband cause.,0.30744744903875665,2023-09-18 11:15:00
208,691,1912,3,Institution worry gas guy receive politics identify call leg blue both stay out style source stock.,0.4047543299693033,2024-11-11 16:58:00
209,692,4571,1,Live his community series east despite throughout court coach land more.,-1.8973022297135156,2024-10-11 08:31:00
210,697,992,5,Field candidate agent sign you friend though only.,2.2805920803146607,2023-08-21 16:09:00
211,698,3524,2,Leave particularly bed pull accept pick war collection reason property conference marriage save writer.,-1.3090370875321995,2023-08-23 02:15:00
212,710,4348,1,Action point bag maintain everybody area small say agency floor training unit.,-1.940096675576273,2023-12-31 01:13:00
213,718,26,3,As move under hold share too later staff important though visit activity dinner.,0.4626008389143941,2023-02-03 01:25:00
214,719,2605,4,Man artist possible manage change miss question must will.,1.47919090977435,2024-04-11 04:42:00
215,720,2629,4,Significant agent draw store list condition although final.,1.1225370194272102,2024-08-27 14:32:00
216,724,4504,2,Nothing hope window house everything up name administration vote within cultural into himself couple.,-1.2080336192739844,2023-11-10 03:10:00
217,733,1758,1,Pick my letter drive heart design toward adult cup but audience shoulder herself will ok.,-1.9253975775382752,2023-05-31 15:29:00
218,735,1314,5,Often author thing responsibility ever we student news energy could adult letter real.,1.9417378673443397,2024-05-20 16:25:00
219,736,1958,2,Involve ground rise sit identify raise PM understand without top alone example similar.,-1.2219394789608942,2023-06-19 09:13:00
220,738,494,4,Fight reduce people very everything age billion so actually great newspaper Republican fly.,0.641571473750762,2023-11-28 19:31:00
221,739,3482,3,Evidence let class color common official anyone ball coach perhaps trade above employee.,-0.0422002065588023,2024-08-20 03:10:00
222,740,2441,3,Then drive letter prove imagine tough however election.,-0.47679213909086093,2023-03-18 01:15:00
223,744,252,1,Vote game human risk chance explain visit at hard carry peace own participant really seek medical.,-1.942105496555294,2023-07-19 16:10:00
224,748,2853,2,Sport four fear out former player attorney successful final beat manager culture rule town.,-1.0588949704142911,2024-01-01 14:14:00
225,750,4711,2,Such line study film why treatment thought push fund read cup spend guy mission group.,-0.705713761588241,2024-08-27 10:53:00
226,752,2740,5,Training exactly surface new cut fact six receive out check go campaign firm fight floor.,2.1464112949875434,2024-05-25 18:06:00
227,755,900,3,Up fight dinner operation hit few of quite talk admit occur with three must.,0.23087787231034107,2024-07-25 04:05:00
228,764,3402,4,Modern standard really maintain at over religious city will.,0.7779600155793599,2023-01-13 20:56:00
229,765,1442,3,Everybody crime sell popular former with as sort.,0.19264570996202246,2023-10-20 12:09:00
230,766,2859,4,Travel member sense development usually thought whatever maintain raise her picture day him itself clear.,0.5135053558662878,2023-02-07 06:48:00
231,773,1960,4,Door best something capital let appear field explain memory figure race prevent benefit.,0.5598866497482478,2023-06-15 12:06:00
232,776,2527,3,Area concern some probably rate second continue course never dream shoulder lawyer hold.,0.15358683377944493,2024-09-22 09:49:00
233,777,1455,1,Discover contain social ball pressure throughout price mother audience author ground require away us some success.,-1.5765156695097897,2023-04-16 05:55:00
234,781,4002,2,Him send call happy entire traditional here behind foot ever establish outside student even.,-0.9400033178215002,2024-03-15 17:04:00
235,789,4872,1,Detail test write development science eye others right concern friend task with cost perform.,-1.9879708914271048,2024-04-18 16:14:00
236,791,4746,2,Kid determine material top purpose another a computer provide concern develop clear anything I not.,-1.4330053041341158,2024-11-14 13:06:00
237,798,3104,3,Growth pressure hour admit east use great result hot event middle.,0.11152083873807084,2023-04-15 10:20:00
238,800,4559,4,Them whose forward day western particular positive campaign.,1.1394941822962843,2023-05-11 02:20:00
239,808,4607,3,Simply want force relate her guess method dark.,-0.4038584445106932,2023-10-01 13:56:00
240,809,312,4,Conference mother speech politics sign mind become never their worry feeling ok professor.,1.185788137661234,2023-02-19 15:40:00
241,812,2590,2,On local across support audience soon man many central vote accept life spring.,-0.675799114045131,2023-06-15 14:59:00
242,815,4742,4,Entire seat along physical site particular conference role.,0.543974258510207,2024-12-07 11:31:00
243,819,4750,3,Arrive dream idea view sort full them.,-0.4943506292244456,2023-11-12 03:35:00
244,821,1400,2,Statement simple real carry beyond coach scientist campaign during safe real.,-0.7740709658593403,2023-08-04 07:16:00
245,823,2325,5,Serious skill most everyone soldier either because system daughter military garden.,2.327962369775669,2024-04-27 14:30:00
246,825,4621,3,By well wind side time you daughter until same pick own share college exist.,0.22261289144615837,2024-05-15 03:19:00
247,827,3453,3,Eat deal field fine customer number onto our edge.,0.027241692826800334,2023-03-31 14:23:00
248,831,3841,1,In group fire leave beat rate month cut call police travel herself.,-1.6760753195182443,2024-02-17 12:46:00
249,834,1082,1,Language sign west animal his pressure our once participant hard.,-1.6985984350806853,2023-02-27 01:51:00
250,839,366,5,Service according can customer environment character bank phone leader candidate performance economic leave writer leg line.,1.8807972562114346,2023-11-26 01:28:00
251,842,2687,3,Population ball whole protect manager trouble sense rock more four history thus.,-0.04815309346803598,2024-10-27 23:32:00
252,848,4551,1,Decision also account participant wait true feeling camera behavior evening threat something tough.,-2.1124426413878243,2023-10-17 14:59:00
253,856,40,4,Letter rich back candidate society exactly green career.,0.8818369559337982,2023-06-06 05:46:00
254,860,2248,4,Bed rise necessary foreign message so person property staff support war hour suddenly whose.,0.7495730032546633,2023-06-16 17:47:00
255,861,2602,2,View huge name himself structure early once.,-1.3049302655867696,2024-06-11 10:45:00
256,868,841,2,Body rise course another record capital east road improve employee benefit away stuff hope return.,-0.8875292429048826,2024-11-10 10:58:00
257,869,1005,1,Most help paper tell return quite many lay.,-1.924768677508467,2023-12-24 07:27:00
258,875,2323,5,North clearly rock ever among specific learn style he mother newspaper Mr east especially.,2.224605570219774,2024-02-26 09:24:00
259,879,2445,2,Leave out impact new conference most along national bed PM policy should mother moment culture why.,-0.8744111303351024,2023-11-19 07:23:00
260,880,1904,5,Section around mother property player today trade western major.,2.1562296951845017,2023-10-15 03:47:00
261,882,2088,1,Hour improve scene that happy summer purpose forget common address break.,-2.313545028205686,2023-06-29 20:36:00
262,885,2051,5,Serious job talk analysis teacher able region.,2.0380292514347764,2023-03-16 04:22:00
